"employee_id","year","rating","fullname","grade_id","grade_name","education_id","education_level","years_of_service","iq","gtq","tiki","disc","mbti","pauli","faxtor","papi_n","papi_g","papi_a","papi_l","papi_p","papi_i","papi_t","papi_v","papi_o","papi_b","papi_s","papi_x","papi_c","papi_d","papi_r","papi_z","papi_e","papi_k","papi_f","papi_w","s_strategic","s_learner","s_achiever","s_relator","s_analytical","pillar_gdr","pillar_cex","pillar_ids","pillar_qdd","pillar_sto","pillar_sea","pillar_vcu","pillar_lie","pillar_ftc","pillar_csi"
"EMP101939","2025","3","Rafa Syahputra","3","V","4","SMA","9","86","23","8","ID","ESFP","24","84","2","5","6","9","6","7","7","9","7","4","5","6","6","2","5","7","2","2","5","4","0","0","0","1","1","2","2","1","3","3","3","2","2","2","2"
"EMP101711","2025","3","Lestari Saputra Gunawan","2","IV","4","SMA","4.25","104","30","8","IC","UNKNOWN","94","32","7","2","5","2","1","9","5","5","5","4","4","2","7","2","8","2","8","5","5","4","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1"
"EMP100118","2025","3","Julia Pramudita Hartanto","3","V","2","S1","4.416666666666666","108","32","2","IC","ISTJ","67","31","3","5","3","3","6","9","2","1","6","8","7","4","9","7","6","7","8","2","8","3","0","0","0","1","0","3","3","3","4","3","3","3","4","3","2"
"EMP101172","2025","3","Arif Purnama","1","III","4","SMA","6.75","111","27","7","ID","ESFP","20","39","6","2","5","7","8","2","8","3","9","1","4","6","1","1","3","5","6","6","1","3","0","0","0","0","0","5","5","3","5","5","5","5","5","4","4"
"EMP101965","2025","3","Dimas Candra Ramadhan","1","III","4","SMA","4.333333333333333","113","17","6","SI","INFP","43","40","1","4","8","5","8","7","8","8","6","1","9","1","3","5","7","9","8","2","3","3","0","0","0","0","0","3","3","2","2","1","2","2","2","2","3"
"EMP100287","2025","3","Bella Mahendra","1","III","3","S2","1.5","104","37","6","UNKNOWN","ESTJ","90","68","4","2","6","6","9","3","2","3","5","3","4","7","6","1","7","3","6","3","3","5","0","0","0","0","1","3","3","3","2","3","2","2","3","4","3"
"EMP101202","2025","3","Valdo Utami","1","III","1","D3","1.25","111","27","7","DC","ESFJ","75","55","3","4","5","5","1","5","5","5","8","9","1","3","9","1","4","4","1","3","6","7","1","0","0","0","0","3","3","3","2","3","3","4","3","4","3"
"EMP100107","2025","3","Dian Fauziah","2","IV","4","SMA","3.75","104","41","9","CI","ISFP","28","59","3","9","1","3","6","9","5","5","4","5","8","2","3","9","7","9","1","8","5","3","0","0","0","0","0","4","3","3","2","4","3","3","2","2","3"
"EMP101765","2025","3","Utami Erlangga Herlambang","3","V","2","S1","4.666666666666666","108","28","6","SD","ENTP","37","79","5","9","4","5","9","3","2","4","1","5","5","2","4","1","5","3","1","3","5","4","1","1","0","0","0","3","5","4","3","4","4","4","4","4","5"
"EMP101558","2025","3","Novi Halim Ramadhan","2","IV","4","SMA","7.25","113","29","10","SC","ENTP","98","42","9","5","3","8","2","4","9","6","8","1","3","2","8","9","7","6","4","6","9","2","0","0","0","0","0","2","2","3","3","1","2","2","2","2","2"
"EMP101144","2025","3","Rifqi Maulida","2","IV","3","S2","3.083333333333333","93","31","4","SD","ENFJ","94","64","1","6","7","3","3","6","9","6","5","1","6","2","7","1","5","2","2","2","4","5","0","0","0","0","0","2","2","2","3","3","4","3","3","4","2"
"EMP101302","2025","3","Hana Anugrah Subekti","2","IV","3","S2","1.75","123","23","9","ID","ESFP","64","73","4","5","6","5","3","8","1","7","3","1","9","3","8","5","1","7","6","2","5","2","0","0","0","0","0","3","3","5","4","4","4","5","4","5","5"
"EMP101579","2025","3","Evi Lukman","1","III","4","SMA","3.416666666666667","111","27","6","CI","INFP","54","87","9","7","8","5","8","5","5","4","4","8","1","9","5","3","5","5","6","7","5","4","0","0","0","0","0","4","4","4","3","4","4","5","4","4","3"
"EMP100029","2025","3","Satya Adi Hasibuan","1","III","1","D3","2.666666666666667","105","29","10","DC","INTP","93","85","2","6","3","4","2","5","5","4","2","2","7","5","7","4","5","9","2","1","5","3","0","1","0","0","0","3","2","3","4","3","2","3","3","4","4"
"EMP100806","2025","3","Dwi Kurniawan","1","III","3","S2","0.1666666666666666","83","24","2","IS","INFP","68","47","4","5","6","8","9","7","3","4","8","7","4","4","9","9","4","6","1","6","4","2","0","0","0","0","0","4","4","4","5","5","3","4","3","4","4"
"EMP101135","2025","3","Adit Rohman","3","V","3","S2","2.333333333333333","116","37","3","DS","UNKNOWN","25","40","2","4","4","5","9","8","8","5","1","4","2","8","5","7","2","5","5","4","9","9","0","1","0","0","0","2","4","4","3","2","2","3","3","3","2"
"EMP101283","2025","3","Ayu Yulianto","2","IV","3","S2","5","133","14","8","CI","UNKNOWN","51","24","9","3","1","3","4","3","3","9","5","7","5","3","4","9","7","7","4","6","5","1","0","0","0","0","0","4","5","4","5","5","5","3","5","5","4"
"EMP100400","2025","3","Luthfi Herlambang","3","V","3","S2","4.416666666666666","96","23","9","ID","ENFP","96","80","7","3","5","7","2","4","2","6","3","6","3","2","6","8","2","9","6","5","8","7","0","0","0","1","0","5","5","4","5","5","5","5","5","5","4"
"EMP101110","2025","3","Rani Simanjuntak","3","V","3","S2","5.25","85","29","8","CD","ENFJ","31","31","6","3","4","2","8","5","2","5","6","5","7","7","2","2","4","4","6","1","3","4","0","0","0","0","0","2","3","3","3","3","3","3","3","3","3"
"EMP100283","2025","3","Wahyu Anggara","1","III","4","SMA","3.25","139","33","9","CS","ESFP","32","47","7","8","8","4","7","6","6","2","9","5","6","8","8","8","7","6","9","1","6","5","0","1","1","0","0","3","2","3","2","2","1","2","2","2","1"
"EMP101301","2025","3","Fajar Erlangga Maulana","1","III","2","S1","0.75","132","28","2","SI","ESTP","23","65","4","2","2","4","8","5","7","2","2","5","5","5","7","3","3","1","5","7","8","7","0","0","1","0","0","3","2","3","3","3","1","3","2","3","1"
"EMP100574","2025","3","Kartika Putra","3","V","3","S2","5.333333333333333","116","33","4","IS","INFP","27","59","4","1","4","1","6","5","2","6","9","7","3","1","9","7","4","5","1","6","4","5","1","0","0","0","0","5","5","4","5","4","5","5","3","4","4"
"EMP101822","2025","3","Nadia Anugrah Lestari","1","III","4","SMA","5.083333333333333","93","31","3","DI","ENTP","35","33","8","7","4","2","5","6","6","6","5","4","9","6","9","5","3","1","3","5","7","8","0","0","1","0","0","4","3","3","5","3","4","4","3","3","3"
"EMP101602","2025","3","Zaki Erlangga Hartanto","1","III","4","SMA","3.583333333333333","83","38","6","UNKNOWN","ENFP","66","57","1","7","6","8","9","8","9","3","6","3","9","3","1","8","6","3","5","6","5","2","1","1","0","0","0","2","2","2","1","2","2","1","3","3","2"
"EMP100588","2025","3","Intan Rohman","3","V","1","D3","7","102","33","10","SC","ENTJ","33","36","3","2","8","6","5","5","5","6","1","4","7","4","8","7","5","1","9","7","6","9","0","1","0","0","0","4","4","4","4","3","4","4","4","4","4"
"EMP100953","2025","3","Hadi Anugrah Yulianto","2","IV","1","D3","4.25","108","43","3","CD","INFP","95","95","2","3","4","3","5","4","8","4","2","6","7","5","8","8","5","1","8","9","8","6","1","0","0","0","0","3","3","4","4","4","4","3","4","4","3"
"EMP100741","2025","3","Zaki Pratomo","1","III","3","S2","3.083333333333333","82","32","7","SI","ESFP","71","71","7","3","5","6","2","1","7","5","6","3","7","5","5","7","7","8","8","4","1","9","0","0","0","0","0","3","2","3","3","3","3","3","2","3","3"
"EMP101814","2025","3","Rendra Wijaya Ramadhan","3","V","1","D3","0.5833333333333333","102","20","8","SD","ESTP","21","23","8","5","2","5","6","2","2","6","8","3","3","8","7","1","5","7","8","5","5","5","0","0","1","0","1","2","3","3","2","3","3","3","3","3","3"
"EMP100799","2025","3","Fitri Ganesha Yulianto","2","IV","4","SMA","6","128","28","8","IS","ISFJ","49","58","9","5","5","4","2","7","9","4","2","7","8","6","3","9","8","3","9","3","6","7","0","0","0","0","0","4","4","4","3","4","3","4","4","5","4"
"EMP100560","2025","3","Adit Zulfikar Hidayat","2","IV","1","D3","5.25","137","16","7","IC","ENTP","46","55","1","1","3","7","5","2","6","3","3","8","3","5","6","6","3","5","8","4","7","6","0","0","0","1","0","4","5","4","3","4","4","5","5","4","3"
"EMP100192","2025","3","Yoga Handayani","2","IV","3","S2","7.166666666666666","111","34","2","SI","INTP","70","35","4","9","6","8","8","8","3","6","8","1","4","9","4","9","2","6","3","9","7","9","0","0","0","0","0","3","4","3","3","3","2","3","3","2","3"
"EMP100089","2025","3","Umar Simanjuntak","3","V","2","S1","4.666666666666666","108","28","10","CD","UNKNOWN","97","26","2","7","9","3","9","6","4","2","7","8","2","9","5","9","9","2","3","3","5","6","0","1","0","0","0","3","4","3","2","3","3","3","4","2","2"
"EMP100219","2025","3","Julia Kusuma Santoso","2","IV","1","D3","1.1666666666666667","106","39","2","ID","ENTJ","69","52","1","8","3","9","9","5","7","5","8","5","6","2","3","2","5","3","3","6","3","2","0","0","0","0","1","4","3","4","4","4","4","3","4","3","3"
"EMP100146","2025","3","Maya Wijaya","1","III","1","D3","2.916666666666667","120","21","9","CS","INTP","90","91","3","4","7","1","1","1","6","6","2","1","9","3","6","7","1","7","9","5","8","7","0","0","0","0","0","3","3","4","4","4","5","4","5","3","5"
"EMP100399","2025","3","Zaki Ramadhan","3","V","3","S2","4.666666666666666","128","24","3","UNKNOWN","ISTJ","89","43","7","3","8","1","9","7","3","5","5","9","9","8","6","6","9","3","6","3","8","8","0","0","0","0","0","3","2","3","3","4","3","4","3","3","3"
"EMP100237","2025","3","Sari Halim Siregar","3","V","3","S2","3","140","34","1","CS","ESFJ","54","80","9","6","2","8","4","4","7","8","6","9","4","1","1","1","2","6","8","3","7","9","0","0","0","0","0","4","4","4","4","4","5","3","3","4","4"
"EMP101051","2025","3","Bella Permadi","3","V","1","D3","6.166666666666666","111","21","6","IS","ESTP","52","41","2","8","4","3","3","2","8","5","5","9","2","9","9","6","5","2","9","9","9","8","0","0","0","1","0","2","3","3","3","3","3","3","3","3","2"
"EMP101639","2025","3","Rani Dharma Sinaga","3","V","1","D3","5.416666666666666","119","21","4","UNKNOWN","ESTP","96","76","5","1","8","4","4","6","8","2","7","1","3","8","9","8","1","7","3","8","7","8","1","1","0","0","0","3","3","3","0","3","2","4","2","2","3"
"EMP100207","2025","3","Lestari Qolbi Setiawan","2","IV","1","D3","4.5","91","26","7","UNKNOWN","ESTJ","62","95","4","6","8","5","6","3","9","2","9","8","7","5","1","8","5","3","9","3","1","5","0","1","0","0","0","1","1","3","3","1","1","1","1","1","1"
"EMP100535","2025","3","Wahyu Nabila Saputra","2","IV","3","S2","4.75","132","27","9","CI","ISFJ","34","81","6","9","5","1","5","5","2","4","1","2","5","5","2","5","6","9","8","5","9","8","0","0","0","1","0","4","3","4","3","3","4","4","3","3","3"
"EMP100198","2025","3","Citra Baskara Suharto","2","IV","1","D3","5.5","87","20","9","SD","ESTJ","20","30","5","2","5","1","9","7","4","5","5","9","7","4","8","5","1","4","8","5","1","5","0","0","0","0","0","5","3","4","4","5","4","99","5","5","5"
"EMP100383","2025","3","Eko Mahendra","1","III","3","S2","5.5","98","19","2","SC","ESTJ","39","100","9","9","8","4","1","5","7","6","4","8","6","1","6","6","6","6","2","1","5","7","0","1","0","0","0","1","1","2","1","1","1","1","1","3","1"
"EMP101041","2025","3","Hana Dharma Hidayat","3","V","3","S2","4.166666666666666","108","35","1","CS","INTP","77","57","3","2","6","6","8","4","9","2","7","4","7","8","1","1","5","5","9","6","9","7","0","0","0","0","0","5","4","5","4","3","4","5","3","4","4"
"EMP101877","2025","3","Iman Suharto","1","III","2","S1","1.1666666666666667","134","33","10","DS","INFP","60","47","7","2","5","5","2","4","6","6","3","5","4","2","9","1","5","5","5","8","2","5","0","0","0","0","0","2","2","3","3","3","3","3","3","3","2"
"EMP100263","2025","3","Maya Handayani","2","IV","2","S1","5.833333333333333","123","24","1","DS","ESFJ","73","79","1","9","6","5","8","9","3","1","5","9","1","7","5","5","7","4","3","2","6","1","0","0","0","0","0","4","3","3","4","5","4","4","5","5","3"
"EMP101261","2025","3","Bayu Rachman Pratomo","2","IV","1","D3","0.25","108","28","6","IC","ENTJ","38","67","3","6","6","6","7","2","3","9","5","3","3","4","5","9","5","4","5","2","1","9","0","0","0","0","0","4","4","3","4","3","5","4","3","4","4"
"EMP101548","2025","3","Fitri Saputra Tamba","3","V","4","SMA","3.583333333333333","103","41","9","UNKNOWN","INTP","54","25","7","7","3","2","6","5","3","2","5","5","5","6","4","4","5","4","2","5","1","5","0","0","0","0","1","3","5","3","3","4","5","3","5","3","4"
"EMP100499","2025","3","Adit Herlambang","1","III","3","S2","3.583333333333333","111","27","7","CS","ISFJ","27","24","6","8","1","4","7","5","4","2","5","8","1","5","4","5","1","7","7","5","8","9","0","0","0","0","1","3","3","3","3","4","4","4","4","4","5"
"EMP101654","2025","3","Bayu Pramudita Nugroho","3","V","2","S1","2.833333333333333","108","40","3","CI","ISTJ","79","54","9","5","1","8","2","7","2","5","3","8","1","7","1","5","5","5","4","1","2","6","0","0","0","0","0","3","3","4","3","3","2","2","2","3","3"
"EMP101235","2025","3","Cahyo Ganesha Situmorang","1","III","2","S1","1.25","111","27","5","IS","ISTJ","48","99","4","8","7","1","8","7","1","7","1","2","5","5","9","4","5","5","9","4","2","1","0","0","0","0","0","2","3","3","3","2","3","4","2","3","99"
"EMP101386","2025","3","Rama Maulida","1","III","1","D3","0.5833333333333333","122","12","6","CS","ENFJ","74","75","1","5","4","5","1","2","8","5","3","8","3","9","1","9","1","4","4","1","1","5","0","0","0","0","0","2","2","2","2","2","1","1","2","3","2"
"EMP101494","2025","3","Rafa Halim Maulida","2","IV","2","S1","3.25","88","34","3","SD","ESTP","88","22","2","2","4","3","2","1","5","9","9","5","1","9","8","7","2","2","7","4","5","5","0","0","0","0","0","3","3","3","3","3","2","3","3","4","3"
"EMP101383","2025","3","Rizky Ramadhan","1","III","3","S2","1.6666666666666667","133","30","3","DI","INFJ","27","47","1","7","9","2","5","5","8","7","5","5","4","7","6","8","8","7","7","9","5","6","0","0","1","1","0","4","4","3","3","4","3","4","4","3","3"
"EMP101563","2025","3","Nugroho Yudhistira Nugroho","1","III","4","SMA","7.5","111","27","10","DS","ISTP","48","21","3","7","5","6","1","2","8","9","1","3","1","5","3","8","5","4","2","5","4","6","1","0","0","0","0","1","1","3","3","2","2","1","2","1","3"
"EMP101252","2025","3","Vania Ginting","3","V","3","S2","3.9166666666666665","81","23","6","SI","ESFJ","75","34","9","4","3","4","4","4","3","3","6","1","5","9","5","5","6","5","6","9","2","4","0","1","0","0","0","3","3","3","2","3","3","3","3","4","2"
"EMP101631","2025","3","Ari Halim Suharto","3","V","4","SMA","6.083333333333333","123","27","1","SC","ENFJ","76","88","4","8","7","9","7","3","6","9","6","7","2","6","5","6","2","4","4","3","8","9","0","0","0","0","0","2","4","4","3","2","3","4","3","6","3"
"EMP100350","2025","3","Galih Ganesha Fauziah","3","V","1","D3","8.166666666666666","108","28","9","DC","UNKNOWN","42","69","2","4","8","9","8","4","1","9","6","5","8","8","3","6","2","3","6","1","7","7","1","1","0","0","0","3","3","4","3","4","2","3","4","2","3"
"EMP100009","2025","3","Julia Anggara","3","V","3","S2","6.416666666666666","82","29","4","DS","ISFP","21","84","9","3","2","2","1","4","6","3","9","3","5","7","8","1","6","9","4","1","6","8","0","0","0","1","1","2","3","2","3","1","3","2","2","3","1"
"EMP100478","2025","3","Nurlita Kusuma Pratama","1","III","2","S1","5.5","89","24","10","DI","UNKNOWN","28","100","3","5","9","7","9","1","3","8","8","7","3","5","6","6","2","8","4","5","9","5","0","0","0","0","0","2","4","3","2","3","2","3","2","3","4"
"EMP101015","2025","3","Umar Wijaya","1","III","4","SMA","2.333333333333333","118","28","5","UNKNOWN","ENFP","56","98","5","7","2","3","3","3","4","9","4","7","3","6","6","4","8","3","4","8","5","1","1","0","0","0","0","3","3","3","3","4","3","2","3","3","3"
"EMP101983","2025","3","Dinda Qolbi Fauziah","1","III","3","S2","7.166666666666666","119","27","1","DI","ISFP","89","25","6","1","8","1","5","5","5","8","8","5","6","7","9","9","9","5","4","8","3","8","0","0","1","0","0","4","4","4","4","4","3","3","4","3","4"
"EMP101240","2025","3","Rifqi Nabila Nugroho","1","III","2","S1","2.166666666666667","96","34","2","IC","INTJ","95","95","2","5","2","7","1","6","3","7","8","1","4","4","1","5","3","5","4","5","6","8","0","0","0","0","0","1","2","2","3","2","3","3","1","2","2"
"EMP100489","2025","3","Vania Adi Setiawan","2","IV","3","S2","1","124","21","2","DS","ISTP","57","36","1","8","9","9","7","1","6","7","6","5","4","5","8","6","7","5","7","5","2","4","1","1","0","0","0","3","3","5","4","4","3","3","3","5","5"
"EMP101074","2025","3","Nabila Aji Kusuma","2","IV","4","SMA","5.25","108","27","6","ID","ENFP","37","23","6","6","1","8","1","6","5","7","1","3","5","3","3","5","1","3","8","2","3","8","1","0","1","0","0","1","2","3","2","2","3","1","2","2","3"
"EMP101321","2025","3","Ari Wijaya","1","III","3","S2","5.583333333333333","111","27","3","CD","INTJ","25","42","3","6","5","2","9","2","2","5","7","6","7","3","5","8","1","2","5","3","8","7","1","1","0","0","0","3","2","3","4","2","3","4","3","3","2"
"EMP101378","2025","3","Joko Dharma Utami","2","IV","3","S2","6.083333333333333","137","25","6","UNKNOWN","ISFP","36","49","9","2","1","7","5","6","7","3","1","5","8","9","6","6","4","3","1","6","5","7","1","1","0","0","0","3","4","4","4","3","4","4","3","4","4"
"EMP100558","2025","3","Joko Kurniawan","1","III","4","SMA","6.583333333333333","111","29","10","CS","ISTJ","36","20","8","4","1","5","1","8","5","5","3","1","7","2","3","2","7","3","4","9","1","7","0","1","0","1","0","1","1","1","1","3","1","1","1","1","3"
"EMP100977","2025","3","Rifqi Syahputra","3","V","1","D3","4.083333333333333","108","28","3","IC","ISTJ","28","73","4","3","2","2","1","7","9","7","6","6","4","5","5","7","5","3","2","1","6","4","0","0","0","0","0","3","5","4","3","99","3","4","4","5","4"
"EMP100338","2025","3","Galih Halim","1","III","3","S2","10.25","111","27","6","SC","ESFJ","99","96","6","9","5","8","6","5","2","9","4","4","9","7","5","2","3","7","6","2","6","5","0","0","0","0","1","5","4","4","4","3","5","4","5","4","4"
"EMP100304","2025","3","Valdo Halim","2","IV","1","D3","4.083333333333333","108","27","7","CI","UNKNOWN","62","53","8","8","1","9","6","9","7","8","2","9","1","5","3","8","4","8","2","9","1","7","0","0","1","0","0","2","2","3","3","2","3","2","2","3","2"
"EMP101099","2025","3","Nabila Kusuma","1","III","2","S1","7","113","30","6","IC","UNKNOWN","26","97","8","7","1","1","7","8","7","9","1","7","1","6","5","5","2","9","5","1","6","5","0","0","0","0","0","3","2","1","2","3","2","2","3","2","2"
"EMP101510","2025","3","Fitri Rachman Gunawan","3","V","1","D3","2.666666666666667","128","17","4","CI","ISFJ","83","56","5","1","4","3","4","7","1","5","7","4","4","6","4","2","5","6","2","3","9","5","0","0","0","1","1","4","3","3","5","4","4","5","5","5","4"
"EMP100472","2025","3","Rani Zulfikar Ginting","1","III","3","S2","3.6666666666666665","111","27","8","UNKNOWN","ISTP","77","61","5","8","8","1","7","7","5","5","7","6","8","1","6","2","7","5","2","9","9","1","0","0","0","0","1","4","3","3","4","4","3","3","5","4","3"
"EMP100497","2025","3","Oka Syahputra","3","V","3","S2","3.166666666666667","87","31","5","UNKNOWN","INTP","67","23","1","3","4","9","7","5","5","1","3","5","7","2","5","1","9","7","1","1","9","4","0","1","1","0","1","3","3","4","3","4","4","4","3","3","3"
"EMP100158","2025","3","Lestari Syahputra","3","V","2","S1","1.6666666666666667","137","23","6","SD","INTJ","33","64","4","6","5","5","9","5","9","2","5","8","6","1","1","8","9","4","4","5","6","1","0","0","0","0","0","5","5","5","5","5","5","3","5","5","5"
"EMP100290","2025","3","Ahmad Mahardika Firmansyah","2","IV","1","D3","1.5833333333333333","85","32","2","DI","UNKNOWN","78","60","4","4","7","5","4","5","4","3","2","8","6","2","2","3","2","7","6","7","8","8","0","0","0","0","0","4","3","3","3","4","3","2","3","3","4"
"EMP100779","2025","3","Ari Dharma Utami","3","V","1","D3","6.583333333333333","104","21","5","DI","ENFP","82","77","8","9","9","9","6","8","4","5","4","2","2","1","7","6","3","7","6","4","4","9","0","0","0","0","0","1","1","3","1","1","1","1","1","2","1"
"EMP100340","2025","3","Rifqi Ginting","1","III","2","S1","4.916666666666666","111","27","5","SD","INTP","94","25","7","5","7","4","4","9","2","7","3","6","5","5","7","4","6","9","7","1","5","1","0","0","0","0","0","3","4","3","2","2","4","3","2","4","4"
"EMP100429","2025","3","Gita Candra Situmorang","1","III","4","SMA","2.583333333333333","132","28","8","SD","INTP","59","95","8","5","5","4","8","4","3","6","2","5","3","6","1","7","7","8","5","2","5","5","0","0","0","0","0","3","2","3","3","3","3","3","3","3","4"
"EMP101404","2025","3","Rizky Salsabila","2","IV","3","S2","3.583333333333333","104","31","1","DS","ENTP","62","94","7","5","8","9","6","3","7","5","7","6","9","7","3","9","1","2","6","9","5","2","0","0","0","0","0","4","4","3","3","3","3","3","4","3","5"
"EMP100272","2025","3","Yoga Qolbi Herlambang","3","V","3","S2","5","108","24","5","CS","INFJ","71","22","7","5","9","4","3","9","4","9","3","1","1","1","5","3","4","6","4","2","5","2","1","0","0","0","1","3","2","3","3","3","3","3","3","3","3"
"EMP100208","2025","3","Hadi Tri Maulida","2","IV","1","D3","6.583333333333333","89","33","2","DI","ESFP","92","48","5","7","9","6","1","9","4","9","5","3","4","7","3","6","9","9","5","6","8","7","0","0","0","0","0","5","5","5","5","5","5","5","5","4","5"
"EMP100975","2025","3","Dwi Maulida","3","V","4","SMA","6.25","108","38","7","DI","ISFJ","36","70","9","6","6","6","3","3","8","5","2","2","8","7","7","5","4","5","3","4","8","4","0","0","0","1","0","2","3","2","1","3","1","2","3","2","2"
"EMP100257","2025","3","Zahra Aji Zulfikar","3","V","4","SMA","7.083333333333333","108","28","9","SC","UNKNOWN","54","95","5","7","8","5","4","2","4","2","1","7","5","2","7","2","8","1","3","4","8","2","0","0","1","0","0","1","2","1","2","1","1","1","1","2","2"
"EMP101969","2025","3","Budi Aji Simanjuntak","1","III","1","D3","3.6666666666666665","111","27","1","SC","INTP","73","21","1","9","1","9","2","6","9","2","4","6","4","3","7","3","8","8","8","6","7","2","0","1","0","0","0","1","1","1","1","1","1","2","99","1","1"
"EMP100825","2025","3","Yuni Handayani","1","III","4","SMA","4.833333333333333","135","34","8","CI","INTJ","69","99","5","5","3","9","8","4","9","3","3","7","9","5","5","5","5","8","1","3","5","8","0","0","0","0","1","5","5","99","5","5","5","3","5","5","5"
"EMP100113","2025","3","Iman Rachman Rahmawati","2","IV","1","D3","4.583333333333333","117","28","10","ID","INTJ","57","72","6","3","1","5","4","5","2","4","7","6","8","5","6","1","9","5","5","8","7","6","0","0","0","0","0","4","3","2","3","2","3","3","3","3","3"
"EMP100150","2025","3","Hadi Hasibuan","3","V","3","S2","5.75","125","26","4","CS","ENFP","69","77","9","2","1","1","7","4","2","6","4","3","1","8","9","6","3","5","6","5","6","1","0","1","0","0","0","2","3","2","2","4","3","3","3","2","3"
"EMP101873","2025","3","Ahmad Tamba","2","IV","1","D3","6.75","98","27","1","SC","INTJ","45","86","3","7","2","2","6","2","7","2","8","6","1","5","3","4","6","3","6","9","5","9","1","0","0","0","1","2","3","2","3","1","1","2","2","2","2"
"EMP101960","2025","3","Kurnia Sinaga","2","IV","2","S1","1.5","82","19","7","SC","UNKNOWN","78","46","2","6","5","5","4","1","5","6","5","4","5","4","1","2","9","5","7","2","5","7","0","0","0","0","0","4","4","4","4","4","4","3","5","4","5"
"EMP100069","2025","3","Anisa Permadi","1","III","2","S1","5.083333333333333","93","36","10","IC","INFJ","36","41","3","3","8","8","6","8","9","6","6","8","3","9","5","7","4","9","2","6","4","3","0","1","0","0","1","3","2","3","4","3","3","3","3","3","3"
"EMP100921","2025","3","Lestari Mahendra","3","V","2","S1","1.25","108","28","7","UNKNOWN","ISFP","85","26","1","6","8","6","9","9","3","8","3","1","3","7","6","5","8","6","4","6","9","4","1","0","0","0","0","2","3","2","3","2","3","3","2","2","2"
"EMP101102","2025","3","Novi Sinaga","1","III","3","S2","6.75","97","20","1","ID","INTJ","73","86","6","8","5","8","9","7","6","6","4","1","4","4","3","6","6","7","5","9","5","6","0","0","0","0","0","4","5","3","4","5","3","4","4","4","4"
"EMP100177","2025","3","Rama Mahardika Wijaya","3","V","3","S2","1.5833333333333333","86","28","3","DI","INTJ","57","28","8","4","8","6","5","2","9","6","7","6","9","9","9","7","3","4","6","2","5","9","1","1","0","1","0","4","5","4","4","4","4","4","4","4","4"
